job_title,normalized_title,esco_occupation,company,country,city,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,job_description,description_truncated,original_skills_list,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,recommended_skills_list,recommended_skills,skill_inference_method,recommended_skill_source,llm_status,llm_keep_rate,has_recommended_skills,n_recommended_skills,n_original_skills,posted_month,has_salary,has_original_skills,remote_type_clean,experience_level_clean
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Azalea Park,Hybrid,Senior,Adzuna,167000.0,167000.0,167000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Lake Monroe,Hybrid,Senior,Adzuna,180000.0,180000.0,180000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Lake Mary,Hybrid,Senior,Adzuna,178000.0,178000.0,178000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Holden Heights,Hybrid,Senior,Adzuna,179000.0,179000.0,179000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Okahumpka,Hybrid,Senior,Adzuna,200000.0,200000.0,200000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Pine Hills,Hybrid,Senior,Adzuna,169000.0,169000.0,169000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Orange City,Hybrid,Senior,Adzuna,181000.0,181000.0,181000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Altamonte Springs,Hybrid,Senior,Adzuna,226000.0,226000.0,226000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Buena Ventura Lakes,Hybrid,Senior,Adzuna,221000.0,221000.0,221000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Winter Springs,Hybrid,Senior,Adzuna,189000.0,189000.0,189000.0,USD,2026-02-17,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
"AI Research Software Engineer Senior (hybrid, Orlando, Secret)",Software Engineer,software developer,Lockheed Martin,United States,Lake Alfred,Hybrid,Senior,Adzuna,182000.0,182000.0,182000.0,USD,2026-02-19,"Job ID: 716663BR Date posted: Feb. 02, 2026 Description: Are you ready to unlock the full potential of Artificial Intelligence and be part of a team that's revolutionizing the industry? Look no further! The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a high energy, highly motivated, and experienced individual to join our Applied AI team, specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a wide range of pro…",True,[],"['aws', 'python', 'kubernetes', 'nlp', 'azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","['azure', 'r']","['aws', 'python', 'kubernetes', 'nlp']","aws, python, kubernetes, nlp",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,2026-02,True,False,Hybrid,Senior
